1,2022-11-12-06-21-33,100,1,0.16011707167497344,0.9745027521184807,0.38093951315088165,0.8439975679571792
2,2022-11-12-06-23-54,100,1,0.3945715492769252,0.8451648487711512,0.1585336398807497,0.972981440791683
3,2022-11-12-06-25-59,100,1,0.5991403211458437,0.6429943213558291,0.2248715306183836,0.9456388949968338
4,2022-11-12-06-28-02,100,1,0.1582210607526061,0.975103023346498,0.254570023377408,0.9303319188551908
5,2022-11-12-06-30-11,100,1,0.161771135779073,0.9739732405757375,0.2706851276445152,0.9212323091753158
6,2022-11-12-06-32-11,100,1,0.32344203601900484,0.8959574584106816,0.2439904514834649,0.9360022087596994
7,2022-11-12-06-34-14,100,1,0.19698763263486074,0.9614081186986003,0.23156764389581355,0.9423532167888824
8,2022-11-12-06-36-10,100,1,0.5198526915763009,0.7312313423446932,0.27553678590173497,0.9183833997256151
9,2022-11-12-06-38-11,100,1,0.19645072494795174,0.9616182033617505,0.36381286441187266,0.8577096566298962
10,2022-11-12-06-40-13,100,1,0.24676754894931696,0.9394388486220232,0.3187404719368889,0.8907821188725499
11,2022-11-12-06-42-18,100,1,0.22851252954505383,0.9480676393935679,0.2749024212609115,0.9187587767197816
12,2022-11-12-06-44-21,100,1,0.3316545034364623,0.8906069260722561,0.20094809527099045,0.9565902672522464
13,2022-11-12-06-46-25,100,1,0.23977123169824038,0.942824209611275,0.2945039149208392,0.9067601708989177
14,2022-11-12-06-48-26,100,1,0.38030470456346266,0.8561594204443334,0.2317872616817244,0.9422438210015527
15,2022-11-12-06-50-30,100,1,0.1729511739976821,0.9702515010364315,0.319084068882104,0.8905465218252436
16,2022-11-12-06-52-30,100,1,0.3662612227576277,0.8665864592439732,0.20561107017439453,0.9545522579667791
17,2022-11-12-06-54-34,100,1,0.34538049371342394,0.8813647798760647,0.20766771380672575,0.9536385204004417
18,2022-11-12-06-56-34,100,1,0.13801445520087852,0.981056196540187,0.25700272387652845,0.9289940443776274
19,2022-11-12-06-58-39,100,1,0.2727398482460858,0.9260198483049101,0.3162594063945224,0.8924757982651284
20,2022-11-12-07-00-33,100,1,0.36428157225610985,0.8680247682989779,0.30186869984944603,0.9020384850825265
21,2022-11-12-07-02-31,100,1,0.18233873882437626,0.9669344370057302,0.3098853128044076,0.89676634347139
22,2022-11-12-07-04-30,100,1,0.23115484173888706,0.9468596980813975,0.23285638782762239,0.9417097877730253
23,2022-11-12-07-06-26,100,1,0.14085263426711264,0.9802690509171107,0.33189692367828166,0.8815798033056389
24,2022-11-12-07-08-21,100,1,0.1063758876761032,0.9887460644727446,0.350466524330391,0.8679579047000281
25,2022-11-12-07-10-13,100,1,0.19397016633447056,0.9625813680910391,0.2686430614946996,0.9224162834077171
26,2022-11-12-07-12-15,100,1,0.3462118356085794,0.8807929749883447,0.2018372303647062,0.9562052672642698
27,2022-11-12-07-14-12,100,1,0.13904867288960965,0.9807712202535842,0.2553190870021247,0.9299213237489559
28,2022-11-12-07-16-07,100,1,0.14634494841549092,0.9787002993285986,0.30285986276937427,0.9013941306026669
29,2022-11-12-07-17-59,100,1,0.2252589600329533,0.9495359411692105,0.279204171270558,0.916196312501441
30,2022-11-12-07-19-56,100,1,0.4728697709150464,0.7776172317499087,0.23574230916083386,0.9402559870204914
31,2022-11-12-07-21-51,100,1,0.23246750911435163,0.9462544448945487,0.2405557433531299,0.9377913488595143
32,2022-11-12-07-23-47,100,1,0.12755909371616514,0.9838176765160221,0.2733813507959618,0.9196553257593941
33,2022-11-12-07-25-43,100,1,0.27316192299354464,0.9257906972287454,0.3003007808229539,0.9030534749226751
34,2022-11-12-07-27-39,100,1,0.20057718522610862,0.9599888445445838,0.22550675963395267,0.945331336946407
35,2022-11-12-07-29-40,100,1,0.3824055892899799,0.8545658184666469,0.2836654267113751,0.9134968070633693
36,2022-11-12-07-31-41,100,1,0.24906655133348626,0.9383051598601477,0.22325683693835463,0.9464167737442036
37,2022-11-12-07-33-41,100,1,0.33980478930698965,0.8851642741686747,0.25401992658405026,0.9306326831040919
38,2022-11-12-07-35-37,100,1,0.2275870328036718,0.9484874491988254,0.27062424038672084,0.9212677408175658
39,2022-11-12-07-37-29,100,1,0.2440009301618187,0.9407891913548357,0.2593513685973965,0.9276903245406246
40,2022-11-12-07-39-44,100,1,0.3994207379918936,0.8413356897897936,0.2565233042532411,0.9292587100347891
41,2022-11-12-07-41-44,100,1,0.3091790199106906,0.9049311893496808,0.3026088762166524,0.9015574965376543
42,2022-11-12-07-43-42,100,1,0.20769676687546598,0.9570980037397568,0.3347048341472968,0.8795676130813543
43,2022-11-12-07-45-43,100,1,0.18067060121195516,0.9675366743781103,0.29531312302820356,0.9062470769851267
44,2022-11-12-07-47-43,100,1,0.5665323042384507,0.6807966900534985,0.2831940461914814,0.9137840612478136
45,2022-11-12-07-49-45,100,1,0.3229258367237319,0.8962892880673944,0.26812739783752426,0.9227138433428217
46,2022-11-12-07-51-43,100,1,0.2098551191859689,0.9562017090678768,0.2616973480980935,0.9263762443525986
47,2022-11-12-07-53-46,100,1,0.5200724530299236,0.7310040568988043,0.22375344488569573,0.9461781297539171
48,2022-11-12-07-55-49,100,1,0.170508149515489,0.971085991076935,0.26619652497476276,0.9238229610064852
49,2022-11-12-07-57-52,100,1,0.5041587069852863,0.747214259237551,0.21918011395022857,0.9483557920853649
50,2022-11-12-07-59-51,100,1,0.15123321686834906,0.9772536137951332,0.2999668175646479,0.9032689826837844
