1,34.33544557835017,-1.0855999807936931,30.485673056854008,-1.4334922066236597,i6=0 i5=0 i4=150 i3=15 i2=1 i=1
33,23.775564279683138,-1.6820454339816493e-05,19.584173739068714,-0.004266303336095234,i6=0 i5=0 i4=150 i3=15 i2=1 i=33
65,11.053736812895643,0.7838457004360957,13.656851018433594,0.5116406266794189,i6=0 i5=0 i4=150 i3=15 i2=1 i=65
97,10.667705639006023,0.7986796459070393,13.3238885091056,0.5351633483255391,i6=0 i5=0 i4=150 i3=15 i2=1 i=97
129,23.775439161653196,-6.2953787798303296e-06,19.586675058338237,-0.004522852436128488,i6=0 i5=0 i4=150 i3=15 i2=1 i=129
161,10.934968361041491,0.7884657474023958,13.660419803583983,0.5113853588440347,i6=0 i5=0 i4=150 i3=15 i2=1 i=161
193,10.723629148410359,0.7965633424534416,13.575587597834623,0.5174351807088318,i6=0 i5=0 i4=150 i3=15 i2=1 i=193
225,10.641266608573472,0.7996763211421776,13.443130624160228,0.5268060084505795,i6=0 i5=0 i4=150 i3=15 i2=1 i=225
257,23.775420351506856,-4.713051976912297e-06,19.587224009141693,-0.004579160242607738,i6=0 i5=0 i4=150 i3=15 i2=1 i=257
289,23.775406715409733,-3.5659717338987207e-06,19.587680823843925,-0.004626018529526377,i6=0 i5=0 i4=150 i3=15 i2=1 i=289
1,33.42606177497459,-0.9765875780645108,29.51717327784074,-1.2813289611975835,i6=0 i5=0 i4=150 i3=15 i2=41 i=1
33,1.173462774667722,0.9975639607967034,8.715580976745185,0.8011017010764351,i6=0 i5=0 i4=150 i3=15 i2=41 i=33
65,1.5928517075898299,0.9955115506407781,7.488555545172404,0.8531633407311981,i6=0 i5=0 i4=150 i3=15 i2=41 i=65
97,1.4921847150181686,0.9960609561737166,8.150494136888684,0.8260572776158543,i6=0 i5=0 i4=150 i3=15 i2=41 i=97
129,1.6536543086080633,0.9951623427820248,9.200355999818559,0.7783602513873543,i6=0 i5=0 i4=150 i3=15 i2=41 i=129
161,2.0648223528093266,0.9924575745749219,7.4528209265509,0.8545613760536452,i6=0 i5=0 i4=150 i3=15 i2=41 i=161
193,1.296613993249196,0.9970258213804682,8.396420404907515,0.815402108979949,i6=0 i5=0 i4=150 i3=15 i2=41 i=193
225,1.4003461618731383,0.9965309029507217,8.003509337877952,0.8322744223685783,i6=0 i5=0 i4=150 i3=15 i2=41 i=225
257,1.6297219205205409,0.9953013547927466,8.003506480222356,0.8322745421415003,i6=0 i5=0 i4=150 i3=15 i2=41 i=257
289,1.7055681351962173,0.9948538340618626,9.462945056993533,0.7655279819509503,i6=0 i5=0 i4=150 i3=15 i2=41 i=289
1,1.400796094503254,0.9965286733438502,7.889069135437133,0.8370366633298877,i6=0 i5=0 i4=150 i3=15 i2=81 i=1
33,1.199124747100773,0.9974562503282205,8.818394726492071,0.7963813969226912,i6=0 i5=0 i4=150 i3=15 i2=81 i=33
65,1.413928807741378,0.9964632796220464,8.77371023142661,0.7984397176455722,i6=0 i5=0 i4=150 i3=15 i2=81 i=65
97,1.182730113063629,0.9975253319714449,8.97970923488174,0.7888636872014416,i6=0 i5=0 i4=150 i3=15 i2=81 i=97
129,1.3096145454226955,0.9969658809395361,9.09228588527201,0.7835365631843767,i6=0 i5=0 i4=150 i3=15 i2=81 i=129
