beer_yeast,2022-11-11-11-03-27,100,50,0.4921269294424491,0.9552379177679121,0.3305257721701282,0.9813410796857747
diesel_total,2022-11-11-18-01-33,100,50,2.129594202329415,0.8779438638909762,2.5036322868999745,0.8780814270120723
grain_casein,2022-11-11-19-25-10,100,50,5.1695737814816765,0.9454172438903172,6.471206355476974,0.8873333048422337
milk_protein,2022-11-12-07-59-51,100,50,0.2760100696271568,0.9091814582834532,0.26887045128189246,0.9201376253401655
